-DOCSTART- -X- O
Synful -X- I-O B-EXPLOITS
Knock -X- I-O I-EXPLOITS
Evolution)(Citation: -X- I-O I-EXPLOITS
Cisco -X- I-O O
Blog -X- I-O O
Legacy -X- I-O O
Device -X- I-O O
Attacks) -X- I-O O
ROMMON -X- I-O O
is -X- I-O O
a -X- I-O O
Cisco -X- I-O B-ORG
network -X- I-O O
device -X- I-O O
firmware -X- I-O O
that -X- I-O O
functions -X- I-O O
as -X- I-O O
a -X- I-O O
boot -X- I-O O
loader, -X- I-O O
boot -X- I-O O
image, -X- I-O O
or -X- I-O O
boot -X- I-O O
helper -X- I-O O
to -X- I-O O
initialize -X- I-O O
hardware -X- I-O O
and -X- I-O O
software -X- I-O O
when -X- I-O O
the -X- I-O O
platform -X- I-O O
is -X- I-O O
powered -X- I-O O
on -X- I-O O
or -X- I-O O
reset. -X- I-O O
Similar -X- I-O O
to -X- I-O O
[TFTP -X- I-O B-EXPLOITS
Boot](T1542.005), -X- I-O I-EXPLOITS
an -X- I-O O
adversary -X- I-O O
may -X- I-O O
upgrade -X- I-O O
the -X- I-O O
ROMMON -X- I-O O
image -X- I-O O
locally -X- I-O O
or -X- I-O O
remotely -X- I-O O
(for -X- I-O O
example, -X- I-O O
through -X- I-O O
TFTP) -X- I-O O
with -X- I-O O
adversary -X- I-O O
code -X- I-O O
and -X- I-O O
restart -X- I-O O
the -X- I-O O
device -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
overwrite -X- I-O O
the -X- I-O O
existing -X- I-O O
ROMMON -X- I-O O
image. -X- I-O O
This -X- I-O O
provides -X- I-O O
adversaries -X- I-O B-PER
with -X- I-O O
the -X- I-O O
means -X- I-O O
to -X- I-O O
update -X- I-O O
the -X- I-O O
ROMMON -X- I-O O
to -X- I-O O
gain -X- I-O O
persistence -X- I-O O
on -X- I-O O
a -X- I-O O
system -X- I-O O
in -X- I-O O
a -X- I-O O
way -X- I-O O
that -X- I-O O
may -X- I-O O
be -X- I-O O
difficult -X- I-O O
to -X- I-O O
detect. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
use -X- I-O O
bootkits -X- I-O B-APT
to -X- I-O O
persist -X- I-O O
on -X- I-O O
systems. -X- I-O O
Bootkits -X- I-O B-APT
reside -X- I-O O
at -X- I-O O
a -X- I-O O
layer -X- I-O O
below -X- I-O O
the -X- I-O O
operating -X- I-O O
system -X- I-O O
and -X- I-O O
may -X- I-O O
make -X- I-O O
it -X- I-O O
difficult -X- I-O O
to -X- I-O O
perform -X- I-O O
full -X- I-O O
remediation -X- I-O O
unless -X- I-O O
an -X- I-O O
organization -X- I-O O
suspects -X- I-O O
one -X- I-O O
was -X- I-O O
used -X- I-O O
and -X- I-O O
can -X- I-O O
act -X- I-O O
accordingly. -X- I-O O
A -X- I-O O
bootkit -X- I-O B-APT
is -X- I-O O
a -X- I-O O
malware -X- I-O O
variant -X- I-O O
that -X- I-O O
modifies -X- I-O O
the -X- I-O O
boot -X- I-O O
sectors -X- I-O O
of -X- I-O O
a -X- I-O O
hard -X- I-O O
drive, -X- I-O O
including -X- I-O O
the -X- I-O O
Master -X- I-O O
Boot -X- I-O O
Record -X- I-O O
(MBR) -X- I-O O
and -X- I-O O
Volume -X- I-O O
Boot -X- I-O O
Record -X- I-O O
(VBR). -X- I-O O
(Citation: -X- I-O O
Mandiant -X- I-O O
M -X- I-O O
Trends -X- I-O O
2016) -X- I-O O
The -X- I-O O
MBR -X- I-O O
is -X- I-O O
the -X- I-O O
section -X- I-O O
of -X- I-O O
disk -X- I-O O
that -X- I-O O
is -X- I-O O
first -X- I-O O
loaded -X- I-O O
after -X- I-O O
completing -X- I-O O
hardware -X- I-O O
initialization -X- I-O O
by -X- I-O O
the -X- I-O O
BIOS. -X- I-O O
It -X- I-O O
is -X- I-O O
the -X- I-O O
location -X- I-O O
of -X- I-O O
the -X- I-O O
boot -X- I-O O
loader. -X- I-O O
An -X- I-O O
adversary -X- I-O B-PER
who -X- I-O O
has -X- I-O O
raw -X- I-O O
access -X- I-O O
to -X- I-O O
the -X- I-O O
boot -X- I-O O
drive -X- I-O O
may -X- I-O O
overwrite -X- I-O O
this -X- I-O O
area, -X- I-O O
diverting -X- I-O O
execution -X- I-O O
during -X- I-O O
startup -X- I-O O
from -X- I-O O
the -X- I-O O
normal -X- I-O O
boot -X- I-O O
loader -X- I-O O
to -X- I-O O
adversary -X- I-O B-PER
code. -X- I-O O
(Citation: -X- I-O O
Lau -X- I-O O
2011) -X- I-O O
The -X- I-O O
MBR -X- I-O O
passes -X- I-O O
control -X- I-O O
of -X- I-O O
the -X- I-O O
boot -X- I-O O
process -X- I-O O
to -X- I-O O
the -X- I-O O
VBR. -X- I-O O
Similar -X- I-O O
to -X- I-O O
the -X- I-O O
case -X- I-O O
of -X- I-O O
MBR, -X- I-O O
an -X- I-O O
adversary -X- I-O O
who -X- I-O O
has -X- I-O O
raw -X- I-O O
access -X- I-O O
to -X- I-O O
the -X- I-O O
boot -X- I-O O
drive -X- I-O O
may -X- I-O O
overwrite -X- I-O O
the -X- I-O O
VBR -X- I-O O
to -X- I-O O
divert -X- I-O O
execution -X- I-O O
during -X- I-O O
startup -X- I-O O
to -X- I-O O
adversary -X- I-O B-PER
code. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
modify -X- I-O O
component -X- I-O O
firmware -X- I-O O
to -X- I-O O
persist -X- I-O O
on -X- I-O O
systems. -X- I-O O
Some -X- I-O O
adversaries -X- I-O B-PER
may -X- I-O O
employ -X- I-O O
sophisticated -X- I-O O
means -X- I-O O
to -X- I-O O
compromise -X- I-O O
computer -X- I-O O
components -X- I-O O
and -X- I-O O
install -X- I-O O
malicious -X- I-O O
firmware -X- I-O O
that -X- I-O O
will -X- I-O O
execute -X- I-O O
adversary -X- I-O B-PER
code -X- I-O O
outside -X- I-O O
of -X- I-O O
the -X- I-O O
operating -X- I-O O
system -X- I-O O
and -X- I-O O
main -X- I-O O
system -X- I-O O
firmware -X- I-O O
or -X- I-O O
BIOS. -X- I-O O
This -X- I-O O
technique -X- I-O O
may -X- I-O O
be -X- I-O O
similar -X- I-O O
to -X- I-O O
[System -X- I-O B-EXPLOITS
Firmware](T1542.001) -X- I-O I-EXPLOITS
but -X- I-O O
conducted -X- I-O O
upon -X- I-O O
other -X- I-O O
system -X- I-O O
components/devices -X- I-O O
that -X- I-O O
may -X- I-O O
not -X- I-O O
have -X- I-O O
the -X- I-O O
same -X- I-O O
capability -X- I-O O
or -X- I-O O
level -X- I-O O
of -X- I-O O
integrity -X- I-O O
checking. -X- I-O O
Malicious -X- I-O B-APT
component -X- I-O I-APT
firmware -X- I-O I-APT
could -X- I-O O
provide -X- I-O O
both -X- I-O O
a -X- I-O O
persistent -X- I-O O
level -X- I-O O
of -X- I-O O
access -X- I-O O
to -X- I-O O
systems -X- I-O O
despite -X- I-O O
potential -X- I-O O
typical -X- I-O O
failures -X- I-O O
to -X- I-O O
maintain -X- I-O O
access -X- I-O O
and -X- I-O O
hard -X- I-O O
disk -X- I-O O
re-images, -X- I-O O
as -X- I-O O
well -X- I-O O
as -X- I-O O
a -X- I-O O
way -X- I-O O
to -X- I-O O
evade -X- I-O O
host -X- I-O B-CYBERSEC
software-based -X- I-O I-CYBERSEC
defenses -X- I-O I-CYBERSEC
and -X- I-O O
integrity -X- I-O B-CYBERSEC
checks. -X- I-O I-CYBERSEC

Adversaries -X- I-O B-PER
may -X- I-O O
modify -X- I-O O
system -X- I-O O
firmware -X- I-O O
to -X- I-O O
persist -X- I-O O
on -X- I-O O
systems.The -X- I-O O
BIOS -X- I-O B-CYBERSEC
(Basic -X- I-O O
Input/Output -X- I-O O
System) -X- I-O O
and -X- I-O O
The -X- I-O O
Unified -X- I-O O
Extensible -X- I-O O
Firmware -X- I-O O
Interface -X- I-O O
(UEFI) -X- I-O B-CYBERSEC
or -X- I-O O
Extensible -X- I-O O
Firmware -X- I-O O
Interface -X- I-O O
(EFI) -X- I-O O
are -X- I-O O
examples -X- I-O O
of -X- I-O O
system -X- I-O O
firmware -X- I-O O
that -X- I-O O
operate -X- I-O O
as -X- I-O O
the -X- I-O O
software -X- I-O O
interface -X- I-O O
between -X- I-O O
the -X- I-O O
operating -X- I-O O
system -X- I-O O
and -X- I-O O
hardware -X- I-O O
of -X- I-O O
a -X- I-O O
computer. -X- I-O O
(Citation: -X- I-O O
Wikipedia -X- I-O B-ORG
BIOS) -X- I-O B-CYBERSEC
(Citation: -X- I-O O
Wikipedia -X- I-O B-ORG
UEFI) -X- I-O B-CYBERSEC
(Citation: -X- I-O O
About -X- I-O O
UEFI) -X- I-O B-CYBERSEC
System -X- I-O O
firmware -X- I-O O
like -X- I-O O
BIOS -X- I-O O
and -X- I-O O
(U)EFI -X- I-O O
underly -X- I-O O
the -X- I-O O
functionality -X- I-O O
of -X- I-O O
a -X- I-O O
computer -X- I-O O
and -X- I-O O
may -X- I-O O
be -X- I-O O
modified -X- I-O O
by -X- I-O O
an -X- I-O O
adversary -X- I-O O
to -X- I-O O
perform -X- I-O O
or -X- I-O O
assist -X- I-O O
in -X- I-O O
malicious -X- I-O O
activity. -X- I-O O
Capabilities -X- I-O O
exist -X- I-O O
to -X- I-O O
overwrite -X- I-O O
the -X- I-O O
system -X- I-O O
firmware, -X- I-O O
which -X- I-O O
may -X- I-O O
give -X- I-O O
sophisticated -X- I-O O
adversaries -X- I-O B-PER
a -X- I-O O
means -X- I-O O
to -X- I-O O
install -X- I-O O
malicious -X- I-O B-CYBERSEC
firmware -X- I-O I-CYBERSEC
updates -X- I-O O
as -X- I-O O
a -X- I-O O
means -X- I-O O
of -X- I-O B-APT
persistence -X- I-O I-APT
on -X- I-O I-APT
a -X- I-O I-APT
system -X- I-O I-APT
that -X- I-O O
may -X- I-O O
be -X- I-O O
difficult -X- I-O O
to -X- I-O O
detect. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
abuse -X- I-O O
Pre-OS -X- I-O O
Boot -X- I-O O
mechanisms -X- I-O O
as -X- I-O O
a -X- I-O O
way -X- I-O O
to -X- I-O O
establish -X- I-O O
persistence -X- I-O O
on -X- I-O O
a -X- I-O O
system. -X- I-O O
During -X- I-O O
the -X- I-O O
booting -X- I-O O
process -X- I-O O
of -X- I-O O
a -X- I-O O
computer, -X- I-O O
firmware -X- I-O O
and -X- I-O O
various -X- I-O O
startup -X- I-O O
services -X- I-O O
are -X- I-O O
loaded -X- I-O O
before -X- I-O O
the -X- I-O O
operating -X- I-O O
system. -X- I-O O
These -X- I-O O
programs -X- I-O O
control -X- I-O O
flow -X- I-O O
of -X- I-O O
execution -X- I-O O
before -X- I-O O
the -X- I-O O
operating -X- I-O O
system -X- I-O O
takes -X- I-O O
control.(Citation: -X- I-O O
Wikipedia -X- I-O B-ORG
Booting) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
overwrite -X- I-O O
data -X- I-O O
in -X- I-O O
boot -X- I-O O
drivers -X- I-O O
or -X- I-O O
firmware -X- I-O O
such -X- I-O O
as -X- I-O O
BIOS -X- I-O B-CYBERSEC
(Basic -X- I-O O
Input/Output -X- I-O O
System) -X- I-O O
and -X- I-O O
The -X- I-O O
Unified -X- I-O O
Extensible -X- I-O O
Firmware -X- I-O O
Interface -X- I-O O
(UEFI) -X- I-O B-CYBERSEC
to -X- I-O O
persist -X- I-O O
on -X- I-O O
systems -X- I-O O
at -X- I-O O
a -X- I-O O
layer -X- I-O O
below -X- I-O O
the -X- I-O O
operating -X- I-O O
system. -X- I-O O
This -X- I-O O
can -X- I-O O
be -X- I-O O
particularly -X- I-O O
difficult -X- I-O O
to -X- I-O O
detect -X- I-O O
as -X- I-O O
malware -X- I-O B-CYBERSEC
at -X- I-O O
this -X- I-O O
level -X- I-O O
will -X- I-O O
not -X- I-O O
be -X- I-O O
detected -X- I-O O
by -X- I-O O
host -X- I-O O
software-based -X- I-O B-CYBERSEC
defenses. -X- I-O I-CYBERSEC

An -X- I-O O
adversary -X- I-O B-PER
may -X- I-O O
steal -X- I-O B-CYBERSEC
web -X- I-O O
application -X- I-O O
or -X- I-O O
service -X- I-O O
session -X- I-O O
cookies -X- I-O O
and -X- I-O O
use -X- I-O O
them -X- I-O O
to -X- I-O O
gain -X- I-O O
access -X- I-O O
to -X- I-O O
web -X- I-O O
applications -X- I-O O
or -X- I-O O
Internet -X- I-O O
services -X- I-O O
as -X- I-O O
an -X- I-O O
authenticated -X- I-O B-PER
user -X- I-O I-PER
without -X- I-O O
needing -X- I-O O
credentials. -X- I-O B-CYBERSEC
Web -X- I-O O
applications -X- I-O O
and -X- I-O O
services -X- I-O O
often -X- I-O O
use -X- I-O O
session -X- I-O O
cookies -X- I-O O
as -X- I-O O
an -X- I-O B-CYBERSEC
authentication -X- I-O I-CYBERSEC
token -X- I-O I-CYBERSEC
after -X- I-O O
a -X- I-O O
user -X- I-O B-PER
has -X- I-O O
authenticated -X- I-O B-CYBERSEC
to -X- I-O O
a -X- I-O O
website. -X- I-O O
Cookies -X- I-O B-CYBERSEC
are -X- I-O O
often -X- I-O O
valid -X- I-O O
for -X- I-O O
an -X- I-O O
extended -X- I-O O
period -X- I-O O
of -X- I-O O
time, -X- I-O O
even -X- I-O O
if -X- I-O O
the -X- I-O O
web -X- I-O O
application -X- I-O O
is -X- I-O O
not -X- I-O O
actively -X- I-O O
used. -X- I-O O
Cookies -X- I-O B-CYBERSEC
can -X- I-O O
be -X- I-O O
found -X- I-O O
on -X- I-O O
disk, -X- I-O O
in -X- I-O O
the -X- I-O O
process -X- I-O O
memory -X- I-O O
of -X- I-O O
the -X- I-O O
browser, -X- I-O O
and -X- I-O O
in -X- I-O O
network -X- I-O O
traffic -X- I-O O
to -X- I-O O
remote -X- I-O O
systems. -X- I-O O
Additionally, -X- I-O O
other -X- I-O O
applications -X- I-O O
on -X- I-O O
the -X- I-O O
targets -X- I-O O
machine -X- I-O O
might -X- I-O O
store -X- I-O O
sensitive -X- I-O B-CYBERSEC
authentication -X- I-O I-CYBERSEC
cookies -X- I-O I-CYBERSEC
in -X- I-O O
memory -X- I-O O
(e.g. -X- I-O O
apps -X- I-O O
which -X- I-O O
authenticate -X- I-O O
to -X- I-O O
cloud -X- I-O O
services). -X- I-O O
Session -X- I-O B-CYBERSEC
cookies -X- I-O I-CYBERSEC
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
bypasses -X- I-O O
some -X- I-O O
multi-factor -X- I-O O
authentication -X- I-O O
protocols.(Citation: -X- I-O O
Pass -X- I-O O
The -X- I-O O
Cookie) -X- I-O B-CYBERSEC
There -X- I-O O
are -X- I-O O
several -X- I-O O
examples -X- I-O O
of -X- I-O O
malware -X- I-O B-CYBERSEC
targeting -X- I-O O
cookies -X- I-O B-CYBERSEC
from -X- I-O O
web -X- I-O O
browsers -X- I-O O
on -X- I-O O
the -X- I-O O
local -X- I-O O
system.(Citation: -X- I-O O
Kaspersky -X- I-O B-ORG
TajMahal -X- I-O O
April -X- I-O O
2019)(Citation: -X- I-O O
Unit -X- I-O O
42 -X- I-O O
Mac -X- I-O O
Crypto -X- I-O O
Cookies -X- I-O O
January -X- I-O O
2019) -X- I-O O
There -X- I-O O
are -X- I-O O
also -X- I-O O
open -X- I-O O
source -X- I-O O
frameworks -X- I-O O
such -X- I-O O
as -X- I-O O
Evilginx -X- I-O B-EXPLOITS
2 -X- I-O I-EXPLOITS
and -X- I-O O
Muraena -X- I-O B-EXPLOITS
that -X- I-O O
can -X- I-O O
gather -X- I-O O
session -X- I-O O
cookies -X- I-O O
through -X- I-O O
a -X- I-O O
malicious -X- I-O B-CYBERSEC
proxy -X- I-O I-CYBERSEC
(ex: -X- I-O O
[Adversary-in-the-Middle](T1557)) -X- I-O B-EXPLOITS
that -X- I-O O
can -X- I-O O
be -X- I-O O
set -X- I-O O
up -X- I-O O
by -X- I-O O
an -X- I-O O
adversary -X- I-O O
and -X- I-O O
used -X- I-O O
in -X- I-O O
phishing -X- I-O O
campaigns.(Citation: -X- I-O O
Github -X- I-O O
evilginx2)(Citation: -X- I-O B-EXPLOITS
GitHub -X- I-O O
Mauraena) -X- I-O B-EXPLOITS
After -X- I-O O
an -X- I-O O
adversary -X- I-O O
acquires -X- I-O O
a -X- I-O O
valid -X- I-O O
cookie, -X- I-O B-CYBERSEC
they -X- I-O O
can -X- I-O O
then -X- I-O O
perform -X- I-O O
a -X- I-O O
[Web -X- I-O B-EXPLOITS
Session -X- I-O I-EXPLOITS
Cookie](T1550.004) -X- I-O I-EXPLOITS
technique -X- I-O O
to -X- I-O O
login -X- I-O O
to -X- I-O O
the -X- I-O O
corresponding -X- I-O O
web -X- I-O O
application. -X- I-O O

An -X- I-O O
adversary -X- I-O B-PER
may -X- I-O O
use -X- I-O O
a -X- I-O O
cloud -X- I-O O
service -X- I-O O
dashboard -X- I-O O
GUI -X- I-O O
with -X- I-O O
stolen -X- I-O B-CYBERSEC
credentials -X- I-O I-CYBERSEC
to -X- I-O O
gain -X- I-O O
useful -X- I-O O
information -X- I-O O
from -X- I-O O
an -X- I-O O
operational -X- I-O O
cloud -X- I-O O
environment, -X- I-O O
such -X- I-O O
as -X- I-O O
specific -X- I-O O
services, -X- I-O O
resources, -X- I-O O
and -X- I-O O
features. -X- I-O O
For -X- I-O O
example, -X- I-O O
the -X- I-O O
GCP -X- I-O O
Command -X- I-O O
Center -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
view -X- I-O O
all -X- I-O O
assets, -X- I-O O
findings -X- I-O O
of -X- I-O O
potential -X- I-O O
security -X- I-O B-CYBERSEC
risks, -X- I-O I-CYBERSEC
and -X- I-O O
to -X- I-O O
run -X- I-O O
additional -X- I-O O
queries, -X- I-O O
such -X- I-O O
as -X- I-O O
finding -X- I-O O
public -X- I-O B-NETWORK
IP -X- I-O I-NETWORK
addresses -X- I-O I-NETWORK
and -X- I-O O
open -X- I-O O
ports.(Citation: -X- I-O O
Google -X- I-O O
Command -X- I-O O
Center -X- I-O O
Dashboard) -X- I-O O
Depending -X- I-O O
on -X- I-O O
the -X- I-O O
configuration -X- I-O O
of -X- I-O O
the -X- I-O O
environment, -X- I-O O
an -X- I-O O
adversary -X- I-O B-PER
may -X- I-O O
be -X- I-O O
able -X- I-O O
to -X- I-O O
enumerate -X- I-O B-CYBERSEC
more -X- I-O O
information -X- I-O O
via -X- I-O O
the -X- I-O O
graphical -X- I-O O
dashboard -X- I-O O
than -X- I-O O
an -X- I-O O
API. -X- I-O O
This -X- I-O O
allows -X- I-O O
the -X- I-O O
adversary -X- I-O B-PER
to -X- I-O O
gain -X- I-O O
information -X- I-O O
without -X- I-O O
making -X- I-O O
any -X- I-O O
API -X- I-O O
requests. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
exfiltrate -X- I-O O
data -X- I-O O
by -X- I-O O
transferring -X- I-O O
the -X- I-O O
data, -X- I-O O
including -X- I-O O
backups -X- I-O O
of -X- I-O O
cloud -X- I-O O
environments, -X- I-O O
to -X- I-O O
another -X- I-O O
cloud -X- I-O O
account -X- I-O O
they -X- I-O O
control -X- I-O O
on -X- I-O O
the -X- I-O O
same -X- I-O O
service -X- I-O O
to -X- I-O O
avoid -X- I-O O
typical -X- I-O O
file -X- I-O O
transfers/downloads -X- I-O O
and -X- I-O O
network-based -X- I-O B-CYBERSEC
exfiltration -X- I-O I-CYBERSEC
detection. -X- I-O I-CYBERSEC
A -X- I-O O
defender -X- I-O B-CYBERSEC
who -X- I-O O
is -X- I-O O
monitoring -X- I-O O
for -X- I-O O
large -X- I-O O
transfers -X- I-O O
to -X- I-O O
outside -X- I-O O
the -X- I-O O
cloud -X- I-O O
environment -X- I-O O
through -X- I-O O
normal -X- I-O O
file -X- I-O O
transfers -X- I-O O
or -X- I-O O
over -X- I-O O
command -X- I-O B-CYBERSEC
and -X- I-O I-CYBERSEC
control -X- I-O I-CYBERSEC
channels -X- I-O O
may -X- I-O O
not -X- I-O O
be -X- I-O O
watching -X- I-O O
for -X- I-O O
data -X- I-O O
transfers -X- I-O O
to -X- I-O O
another -X- I-O O
account -X- I-O O
within -X- I-O O
the -X- I-O O
same -X- I-O O
cloud -X- I-O B-ORG
provider. -X- I-O I-ORG
Such -X- I-O O
transfers -X- I-O O
may -X- I-O O
utilize -X- I-O O
existing -X- I-O O
cloud -X- I-O B-ORG
provider -X- I-O I-ORG
APIs -X- I-O O
and -X- I-O O
the -X- I-O O
internal -X- I-O O
address -X- I-O O
space -X- I-O O
of -X- I-O O
the -X- I-O O
cloud -X- I-O B-ORG
provider -X- I-O I-ORG
to -X- I-O O
blend -X- I-O O
into -X- I-O O
normal -X- I-O O
traffic -X- I-O O
or -X- I-O O
avoid -X- I-O O
data -X- I-O O
transfers -X- I-O O
over -X- I-O O
external -X- I-O B-NETWORK
network -X- I-O I-NETWORK
interfaces. -X- I-O I-NETWORK
Incidents -X- I-O B-CYBERSEC
have -X- I-O O
been -X- I-O O
observed -X- I-O O
where -X- I-O O
adversaries -X- I-O B-PER
have -X- I-O O
created -X- I-O O
backups -X- I-O O
of -X- I-O O
cloud -X- I-O O
instances -X- I-O O
and -X- I-O O
transferred -X- I-O O
them -X- I-O O
to -X- I-O O
separate -X- I-O O
accounts.(Citation: -X- I-O O
DOJ -X- I-O O
GRU -X- I-O O
Indictment -X- I-O O
Jul -X- I-O O
2018) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
create -X- I-O O
cloud -X- I-O O
instances -X- I-O O
in -X- I-O O
unused -X- I-O O
geographic -X- I-O O
service -X- I-O O
regions -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
evade -X- I-O O
detection. -X- I-O O
Access -X- I-O O
is -X- I-O O
usually -X- I-O O
obtained -X- I-O O
through -X- I-O O
compromising -X- I-O O
accounts -X- I-O O
used -X- I-O O
to -X- I-O O
manage -X- I-O O
cloud -X- I-O O
infrastructure. -X- I-O O
Cloud -X- I-O B-ORG
service -X- I-O I-ORG
providers -X- I-O I-ORG
often -X- I-O O
provide -X- I-O O
infrastructure -X- I-O O
throughout -X- I-O O
the -X- I-O O
world -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
improve -X- I-O O
performance, -X- I-O O
provide -X- I-O O
redundancy, -X- I-O O
and -X- I-O O
allow -X- I-O O
customers -X- I-O B-PER
to -X- I-O O
meet -X- I-O O
compliance -X- I-O B-CYBERSEC
requirements. -X- I-O I-CYBERSEC
Oftentimes, -X- I-O O
a -X- I-O O
customer -X- I-O B-PER
will -X- I-O O
only -X- I-O O
use -X- I-O O
a -X- I-O O
subset -X- I-O O
of -X- I-O O
the -X- I-O O
available -X- I-O O
regions -X- I-O O
and -X- I-O O
may -X- I-O O
not -X- I-O O
actively -X- I-O O
monitor -X- I-O O
other -X- I-O O
regions. -X- I-O O
If -X- I-O O
an -X- I-O O
adversary -X- I-O B-CYBERSEC
creates -X- I-O O
resources -X- I-O O
in -X- I-O O
an -X- I-O O
unused -X- I-O O
region, -X- I-O O
they -X- I-O O
may -X- I-O O
be -X- I-O O
able -X- I-O O
to -X- I-O O
operate -X- I-O O
undetected. -X- I-O O
A -X- I-O O
variation -X- I-O O
on -X- I-O O
this -X- I-O O
behavior -X- I-O O
takes -X- I-O O
advantage -X- I-O O
of -X- I-O O
differences -X- I-O O
in -X- I-O O
functionality -X- I-O O
across -X- I-O O
cloud -X- I-O O
regions. -X- I-O O
An -X- I-O O
adversary -X- I-O B-PER
could -X- I-O O
utilize -X- I-O O
regions -X- I-O O
which -X- I-O O
do -X- I-O O
not -X- I-O O
support -X- I-O O
advanced -X- I-O O
detection -X- I-O O
services -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
avoid -X- I-O O
detection -X- I-O O
of -X- I-O O
their -X- I-O O
activity. -X- I-O O
An -X- I-O O
example -X- I-O O
of -X- I-O O
adversary -X- I-O B-PER
use -X- I-O O
of -X- I-O O
unused -X- I-O O
AWS -X- I-O O
regions -X- I-O O
is -X- I-O O
to -X- I-O O
mine -X- I-O O
cryptocurrency -X- I-O O
through -X- I-O O
[Resource -X- I-O B-EXPLOITS
Hijacking](T1496), -X- I-O I-EXPLOITS
which -X- I-O O
can -X- I-O O
cost -X- I-O O
organizations -X- I-O B-ORG
substantial -X- I-O O
amounts -X- I-O O
of -X- I-O O
money -X- I-O O
over -X- I-O O
time -X- I-O O
depending -X- I-O O
on -X- I-O O
the -X- I-O O
processing -X- I-O O
power -X- I-O O
used.(Citation: -X- I-O O
CloudSploit -X- I-O B-VENDOR
- -X- I-O O
Unused -X- I-O O
AWS -X- I-O O
Regions) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
use -X- I-O O
internal -X- I-O B-EXPLOITS
spearphishing -X- I-O I-EXPLOITS
to -X- I-O O
gain -X- I-O B-CYBERSEC
access -X- I-O I-CYBERSEC
to -X- I-O O
additional -X- I-O O
information -X- I-O O
or -X- I-O O
exploit -X- I-O B-EXPLOITS
other -X- I-O O
users -X- I-O B-PER
within -X- I-O O
the -X- I-O O
same -X- I-O O
organization -X- I-O B-PER
after -X- I-O O
they -X- I-O O
already -X- I-O O
have -X- I-O O
access -X- I-O O
to -X- I-O O
accounts -X- I-O O
or -X- I-O O
systems -X- I-O O
within -X- I-O O
the -X- I-O O
environment. -X- I-O O
Internal -X- I-O B-EXPLOITS
spearphishing -X- I-O I-EXPLOITS
is -X- I-O O
multi-staged -X- I-O O
attack -X- I-O O
where -X- I-O O
an -X- I-O O
email -X- I-O O
account -X- I-O O
is -X- I-O O
owned -X- I-O O
either -X- I-O O
by -X- I-O O
controlling -X- I-O O
the -X- I-O O
user's -X- I-O O
device -X- I-O O
with -X- I-O O
previously -X- I-O O
installed -X- I-O O
malware -X- I-O B-MALWARE
or -X- I-O O
by -X- I-O O
compromising -X- I-O O
the -X- I-O O
account -X- I-O B-CYBERSEC
credentials -X- I-O I-CYBERSEC
of -X- I-O O
the -X- I-O O
user. -X- I-O O
Adversaries -X- I-O B-PER
attempt -X- I-O O
to -X- I-O O
take -X- I-O O
advantage -X- I-O O
of -X- I-O O
a -X- I-O O
trusted -X- I-O O
internal -X- I-O O
account -X- I-O O
to -X- I-O O
increase -X- I-O O
the -X- I-O O
likelihood -X- I-O O
of -X- I-O O
tricking -X- I-O O
the -X- I-O O
target -X- I-O O
into -X- I-O O
falling -X- I-O O
for -X- I-O O
the -X- I-O O
phish -X- I-O B-EXPLOITS
attempt.(Citation: -X- I-O I-EXPLOITS
Trend -X- I-O B-VENDOR
Micro -X- I-O I-VENDOR
When -X- I-O O
Phishing -X- I-O O
Starts -X- I-O O
from -X- I-O O
the -X- I-O O
Inside -X- I-O O
2017) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
leverage -X- I-O O
